ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,"Account type
""Identified
Anonymous
Media""",Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Tweet Type (2),Tweet Type (3),Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Tweet ID,
00-11,03/28/23 14:12:00,https://twitter.com/cinecinecine30/status/1482747377312493570,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@cinecinecine30,cinecinecine30,,Anonymous,09/23,150,1612,,"kahit naman walang pandemic. hinaharang mo ang pagbili ng mga military infra. so ULOL ka lang talaga. NPA REPRESENTATIVE NERI COLMENARES!
 
 HUWAG IBOTO!",,Reply,,,01/17/22 00:11,00-11.png,Emotional,1,0,0,0,,,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given. No Bio was given.,1482747377312493570,cinecinecine30
00-12,03/28/23 14:12:00,https://twitter.com/AmAFatDad1/status/1482749501299433473,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@AmAFatDad1,AmAFatDad,I AM.,Anonymous,10/16,162,231,,"@ColmenaresPH Para maubos na ang mga NPA. Sana nga tamaan ka na rin ng bala Colmenares. Kahit ligaw lang. At di mo naman kailangang intindihin iyan, basta kailangan iyan, para sa tulad niyo... Mga salot",,Reply,,,01/17/22 00:20,00-12.png,Emotional,3,0,0,0,,,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given.,1482749501299433473,AmAFatDad1
00-13,03/28/23 14:12:00,https://twitter.com/cinecinecine30/status/1482753007200915456,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@cinecinecine30,cinecinecine30,,Anonymous,09/23,150,1612,,"To NPA representative neri colmenares
 
 The Philippine Army, through its Armor Division, has acquired a newly delivered 15 M125A2 Armored Mortar Carrier (AMC) equipped with 120mm Mounted Mortar System (MMS) from Israel's Elbit Systems on December 29, 2021.
 
 https://t.co/LQ1qLRW3SX https://t.co/ecBD3ptX0x",,Text,,,01/17/22 00:33,00-13.png,Rational,0,0,0,0,,Fake,Fabricates Colmenares' stature as an NPA representative,No location was given. No Bio was given.,1482753007200915456,cinecinecine30
00-14,03/28/23 14:12:00,https://twitter.com/BbmSdc/status/1482786994036125703,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@BbmSdc,Bbm Sdc,"Sara for Vp
 Bbm for President",Anonymous,01/10,217,177,,"@IceMixch @ColmenaresPH Para yan sa mga alipores ni colmenares, pra maubos na mga npa sa bundokðŸ¤£ðŸ¤£ðŸ¤£",,Reply,,,01/17/22 02:49,00-14.png,Emotional,3,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given.,1482786994036125703,BbmSdc
00-15,03/28/23 14:12:00,https://twitter.com/joseb1221/status/1482877781948002305,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@joseb1221,Joselito Cabello,,Identified,07/25,710,57,,@ColmenaresPH Neri boy diba npa ka takot kna ba bka i battery ka ng armalight or gunship ka sa kuta mo?,,Reply,,,01/17/22 08:49,00-15.png,Emotional,0,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given. No Bio was given.,1482877781948002305,joseb1221
00-16,03/28/23 14:12:00,https://twitter.com/Chicagobulls081/status/1482917342535241734,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Chicagobulls081,Chicagobulls08,Bulls fan forever,Anonymous,01/08,8,1,,@ColmenaresPH It will be used to finished off terorist like you ... mga salot kasi kayo sa lipunan.. kayo ang nangugulo sa tahimik na bayan nato... neri you are a terrorist npa,,Reply,,,01/17/22 11:27,00-16.png,Emotional,0,0,0,0,,Fake,Fabrication of Colmenares' ties to the NPA [1] [2],No location was given.,1482917342535241734,Chicagobulls081
00-17,03/28/23 14:12:00,https://twitter.com/desertbum1012/status/1482949923226243076,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@desertbum1012,Douie,"I hate to see this country being shackled by the oligarch, after PRRD's departure.",Identified,04/22,23,13,"Duenas, Iloilo - lahing wak2","@ColmenaresPH COLMENARES, you are undeserving as a government officials. You better off go to mountain and stay with your comrades NPA.",,Reply,,,01/17/22 13:36,00-17.png,Transactional,0,0,0,0,,Fake,Fabricated Colmenares' ties to the NPA to discredit him as a government official, ,1482949923226243076,desertbum1012
00-18,03/28/23 14:12:00,https://twitter.com/Tolits07721001/status/1482973181153533953,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Tolits07721001,Tolits,,Identified,05/10,12,7,,@loidasandiego77 Hahaha pasalamat itong si colmenares at hindi pinutol ang titi nito kulang pa yan parusa sa kagaya nyang pasaway sa gobyerno at kahit sabhin nyang tinumbong pa hindi ko ibubuto ang isang kasapi ng teroristang npa,,Reply,,,01/17/22 15:08,00-18.png,Emotional,1,0,0,0,,Fake,Fabrication of Colmenares' ties to the NPA [1] [2],No location was given. No Bio was given.,1482973181153533953,Tolits07721001
00-19,03/28/23 14:12:00,https://twitter.com/_Bhyron/status/1483202289594732544,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@_Bhyron,Bhyron,"Executive.Nurse.Isko
 â—Anti-Yellowâ—Anti-Commies â—Anti-Squammies",Identified,04/09,620,1065,,"@IceMixch @ColmenaresPH Alangan naman giyerahin ang sariling kasundaluhan, syempre ang mga alagad ni Colmenares na NPA at kailangan ba dapat may giyera para bumili? Palibhasa purp kayong mga troll ng Ina Nyo.",,Reply,,,01/18/22 06:19,00-19.png,Emotional,2,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given.,1483202289594732544,_Bhyron
00-20,03/28/23 14:12:00,https://twitter.com/bestofbest23200/status/1483239266444472323,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@bestofbest23200,BBMSARA UNITEAM,,Anonymous,12/12,537,903,Hong Kong,@ColmenaresPH mr.colmenares natatandaan nyo pa ho pa pag punta nyo dito sa hong kong ni gordon?tuwang tuwa ang mga tao di ho ba..ngayon ho wag na kayong magtangka kasi ikakampanya ko pong wag kayong iboto dahil salot kayo sa lipunan dahil isa rin kayo sa myembro malamang ng NPA,,Reply,,,01/18/22 08:46,00-20.png,Emotional,0,0,0,0,,Fake,Fabrication of Colmenares' ties to the NPA [1] [2],No Bio was given.,1483239266444472323,bestofbest23200
00-21,03/28/23 14:12:00,https://twitter.com/dozZ3h_Vbril/status/1483420625683517443,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@dozZ3h_Vbril,t ❤_💚 k! rO ツ,â¤ðŸ’šâœŒðŸ‘Š,Anonymous,09/03,2147,3130,,"aayyyssuus ðŸ˜‚ðŸ˜‚ðŸ˜‚
 
 anong pang lalaban ng Gov'https://t.co/OSOq9XChHy kasapi mong NPA laway na duduraan lang tunaw na kalaban? Takot ka lang Ka Neri ðŸ˜‚ðŸ˜‚ðŸ˜‚",,Reply,,,01/18/22 20:46,00-21.png,Transactional,2,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given.,1483420625683517443,dozZ3h_Vbril
00-22,03/28/23 14:12:00,https://twitter.com/David092661/status/1483430407521841152,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@David092661,Davidson Hanabi,âœŒï¸â¤ï¸ðŸ‘ŠðŸ’šðŸ‡µðŸ‡­,Identified,10/21,817,595,"Brgy. Hanabi MM, Davao City",@ColmenaresPH Huy Buteteng Neri...Tama lang na bumili ng gamit pang gera ang government. Para ubusin ang mga kasapi nyo na mga SALOT na NPA.,,Reply,,,01/18/22 21:25,00-23.png,Emotional,0,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2], ,1483430407521841152,David092661
00-23,03/28/23 14:12:00,https://twitter.com/malibago_p/status/1483596564861915136,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@malibago_p,dei verbum,,Anonymous,09/07,188,72,"Mountain Brook, AL","mas totoo ito at may pagmamahal sa bayan kayda mga trapo at NPA enablers like gordick, virushonti, binay, delima, trillanes, Villanova, gatchalian, zubiri, trapoe, colmenares, jokeno",,Reply,,,01/19/22 08:25,00-23.png,Transactional,1,0,0,0,,Fake,Fabricated Colmenares' ties to the NPA to paint another candidate to be more viable,No Bio was given.,1483596564861915136,malibago_p
00-24,03/28/23 14:12:00,https://twitter.com/musikerong/status/1483663172330737664,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@musikerong,Musikerong Panday,"BOHEMIAN PARTY LIST. Guitar/Bass Player.
 Sinigang na Baboy Enthusiasts. That's My Boy Runner-Up (circa late 80's) Filipino Mukbang.",Anonymous,10/12,1413,7865,"Nimbin, New South Wales",@sandiego_gas Mahirap planohin ang manguryente ng titi ng iba niloloko tayo ni Neri Colminares sinungaling iyang NPA na iyan.,,Reply,,,01/19/22 12:50,00-24.png,Emotional,1,0,0,0,,Fake,Fabrication of Colmenares' ties to the NPA [1] [2], ,1483663172330737664,musikerong
00-25,03/28/23 14:12:00,https://twitter.com/IlocanoStallion/status/1484008889628561408,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@IlocanoStallion,"Baba-bra, bakat-utong!!!",,Anonymous,01/19,921,570,,"@LilMsMalditaMD Samantalang mga recruits ng NPA (na kaibigan nina Bello, Colmenares, Elago, Casino at Zarate) 12 years old p lang ngsasanay nang pumatay (at sa babae,pakangkang kay Kumander)!!!",,Reply,,,01/20/22 11:44,00-25.png,Rational,10,0,3,0,,Fake,Fabrication of Colmenares' ties to the NPA [1] [2],Fictitious location was given and redacted.No Bio was given.,1484008889628561408,IlocanoStallion
00-26,03/28/23 14:12:00,https://twitter.com/mysocmedlyf25/status/1484429447839494151,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@mysocmedlyf25,iamstrong ðŸ˜,,Anonymous,12/09,333,379,,A COMMUNIST ALLY like this person NERI COLMINARES should not be voted and get a post in the senate....guys NPA supporter yan a traitor to PH government ðŸ¤¨ðŸ¤¨,,Reply,,,01/21/22 15:35,00-26.png,Rational,1,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given. No Bio was given.,1484429447839494151,mysocmedlyf25
00-27,03/28/23 14:12:00,https://twitter.com/SonnyRobredo/status/1484461210900725766,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@SonnyRobredo,Sonny Robredo,kapansanan ang pagiging kakampink,Anonymous,10/09,69,212,,@ColmenaresPH Neri - inutil na recruiter ng NPA,,Reply,,,01/21/22 17:41,00-27.png,Rational,0,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given.,1484461210900725766,SonnyRobredo
00-28,03/28/23 14:12:00,https://twitter.com/DilawanFaQ/status/1484581465006362627,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@DilawanFaQ,I FAQ DILAWAN,LOOKING FOR FUBU,Anonymous,07/23,462,130,,@ColmenaresPH AYAW NA NI COLMENARES MAGPAKITA DITO SA PROBINSYA! KILALA KA NAMIN NA RECRUITER KA NG NPA! KAYA PANAY IWAS NIYO PA DITO KASAMA NA RIN SI ZARATE!,,Reply,,,01/22/22 01:39,00-28.png,Rational,1,2,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given.,1484581465006362627,DilawanFaQ
00-29,03/28/23 14:12:00,https://twitter.com/AlexBasa28/status/1484744316027568129,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@AlexBasa28,Alex Basa,,Identified,07/24,29,0,,"@bigberde @khen0t24 @iMthinkingPinoy SMNI dyan yata ung interview sa isang nag surrender na rebel tapos ibinulgar nya ung pagiging lider ni NERI COLMENARES sa kilusang CPP-NDF NPA,.na tumatakbong SENADOR sa ilalim ni VP LENI",,Reply,,,01/22/22 12:26,00-29.png,Transactional,0,2,0,0,,Unproven,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given. No Bio was given.,1484744316027568129,AlexBasa28
00-30,03/28/23 14:12:00,https://twitter.com/DilawanFaQ/status/1484810889090170881,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@DilawanFaQ,I FAQ DILAWAN,LOOKING FOR FUBU,Anonymous,07/23,462,130,,"@ColmenaresPH SHUNGA? AY GAY LANGUAGE! BAKLA PALA TO SI KEN KEN! IKAW NA BOBO KA AT WALANG KWENTA, SANA MA RECRUIT KA NG NERI MO, PARA DALHIN KA SA BUNDOK AT PAG PARAUSAN NG MGA KOMANDER NG NPA!",,Reply,,,01/22/22 16:51,00-30.png,Emotional,0,0,0,0,,Fake,Fabrication of Colmenares' ties to the CPP [1] [2],No location was given.,1484810889090170881,DilawanFaQ
00-31,03/28/23 14:12:00,https://twitter.com/67amiable/status/1484866637463695362,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@67amiable,Ahyin,,Identified,12/03,61,43,"National Capital Region, Repub","Neri colmenares hayop ka, npa terorista ka pa. Demonyo ka!",,Text,,,01/22/22 20:32,00-31.png,Emotional,0,0,0,0,,,,No Bio was given.,1484866637463695362,67amiable
00-32,03/28/23 14:12:00,https://twitter.com/papapiols/status/1485284275868119055,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@papapiols,PAPA PiOLS ðŸ‡¦ðŸ‡ª ðŸ‡µðŸ‡­,"I FIX LUNGS. CAN'T TOLERATE BULLSHITS.
 
 Half Pinoy.. Half Balugs",Anonymous,01/30,525,331,"Mangatarem, Ilocos Region","We already know them very well Karen. Di na namin kailangan panoorin pa sila sa zarsuela ninyo. Yung ayaw namin kilalanin eh yung wala kaming balak iboto, kagaya ni Ka Leody at NPA Colmenares. https://t.co/qALYSepg7k",,Image (including GIF),,,01/24/22 00:12,00-32.png,Emotional,0,0,0,0,,Fake,Fabricated Colmenares' ties to the NPA in response to Karen Davila's quote, ,1485284275868119055,papapiols
00-33,03/28/23 14:12:00,https://twitter.com/Jepoy87840348/status/1485403535701606406,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Jepoy87840348,CrisosTUKMOL Ibarra,I'd rather fall in chocolate,Anonymous,01/05,38,49,,"@PaxtonDy Nagsalita ang punagmalaking nakuryente ang iisang bayag, wag ka na Neil Colmenares. Bilang na araw nyo mga unggoy ni Joma Sison. Paubos na mga uto uto nyong NPA sa bundok, at bumalimbing na ang iba sa NDF nyo.ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",,Reply,,,01/24/22 08:06,00-33.png,Emotional,5,0,3,0,,Fake,Fabricated Colmenares' ties to the NPA and Joma Sison,No location was given.,1485403535701606406,Jepoy87840348
00-34,03/28/23 14:12:00,https://twitter.com/lempertus/status/1485582727265263618,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@lempertus,Lelouch lempertus,BBM,Anonymous,10/10,17,23,,@ClosetMenChu @olymichael @ColmenaresPH @atomaraullo Yan ang hindi maintindihan nga mga tangang kakampink...tignan mo si neri colmenares puro ngawngaw...s ngawngaw lang malakas e...NPA kasi ang gago,,Reply,,,01/24/22 19:58,00-34.png,Transactional,1,2,0,0,,Fake,Fabricated Colmenares' ties to the NPA to discredit Leni supporters,No location was given.,1485582727265263618,lempertus
00-35,03/28/23 14:12:00,https://twitter.com/tofi_manaloto/status/1485927707544551428,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@tofi_manaloto,Kristoffer Manaloto,,Identified,02/13,460,36,Makati City,"@mlq3 NPA Supporters! Akbayan at Colmenares, radical extrimists",,Reply,,,01/25/22 18:49,00-35.png,Rational,1,0,0,0,,Fake,Fabrication of Colmenares' ties to the NPA [1] [2],No Bio was given.,1485927707544551428,tofi_manaloto
00-36,03/28/23 14:12:00,https://twitter.com/Ikigai2_8/status/1486015778440712192,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Ikigai2_8,Ikigai,Fk,Anonymous,07/01,64,12,"New York, USA",@mannycatabas @ColmenaresPH Impeachable dba? bat ayaw mag file ni Neri ng Impeachment Case kay Digong? hahahaha ðŸ¤£ Tanong mo si Neri kung bakit alam nilang 25K ang food budget ng oversize NPA platoon sa loob ng 2 buwan.,,Reply,,,01/26/22 00:39,00-36.png,Emotional,0,0,0,0,,,Ikigai is a Japanese concept that has seen emergence in PH pop culture at least once. It is not a common given Philippine name. No fact-checked sources found to back 25K NPA food budget claim., ,1486015778440712192,Ikigai2_8
00-37,03/28/23 14:12:00,https://twitter.com/Ikigai2_8/status/1486016747446566914,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Ikigai2_8,Ikigai,Fk,Anonymous,07/01,64,12,"New York, USA","@NarsFlorence @notetoself47 @ColmenaresPH Tanongin mo nga si Neri pano nya nalaman na 25K yung budget sa food ng oversize NPA platoon for 2 months? 
 
 Impeachable pla di mag public ng SALN bakit si Pduts ayaw nya ipaImpeach?",,Reply,,,01/26/22 00:42,00-37.png,Emotional,0,1,0,0,,Unproven,No fact-checked sources found to back 25K NPA food budget claim., ,1486016747446566914,Ikigai2_8
00-38,03/28/23 14:12:00,https://twitter.com/Ikigai2_8/status/1486017791450701826,03,"Dantis, Aurel Jared",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Ikigai2_8,Ikigai,Fk,Anonymous,07/01,64,12,"New York, USA","@ColmenaresPH ""Neri Colmenares and Rene Magtugbo, I was told, said no way would the finance officers of their ""party groups,"" whatever these are, authorize an allocation of P25,000 for a dinner. That's the food budget of an oversized NPA platoon for two months, one of them explained.""ðŸ˜‚",,Reply,,,01/26/22 00:47,00-38.png,Rational,0,0,0,0,,Unproven,"Tweet contains an excerpt of Rigoberto Tiglao's blog post on an alleged fundraising project for Leni Robredo, which itself does not cite hard sources and is not backed up by any other article.", ,1486017791450701826,Ikigai2_8
